VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4BZ0CP2H,King,Kenmore,WA,98028,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,46,126141508,POINT (-122.25047469999998 47.761712800000055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021702
5UXTA6C09P,Snohomish,Lynnwood,WA,98036,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,230965906,POINT (-122.31667499999998 47.81936500000006),PUGET SOUND ENERGY INC,53061051931
WBY8P6C04L,Kitsap,Bainbridge Island,WA,98110,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,23,132150504,POINT (-122.52357809999995 47.629332300000044),PUGET SOUND ENERGY INC,53035091002
JN1AZ0CP6C,King,Auburn,WA,98002,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,47,156580469,POINT (-122.22285499999998 47.30506500000007),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030504
1G1FW6S08L,Kitsap,Port Orchard,WA,98367,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35,9967184,POINT (-122.68516419999997 47.50645300000008),PUGET SOUND ENERGY INC,53035092901
WBY1Z4C58G,Kitsap,Port Orchard,WA,98366,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,26,217438056,POINT (-122.63926499999997 47.53730000000007),NO KNOWN ELECTRIC UTILITY SERVICE,53035092704
5YJSA1E25J,Snohomish,Edmonds,WA,98020,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,32,8160967,POINT (-122.37507 47.80807000000004),PUGET SOUND ENERGY INC,53061050700
WBY8P6C5XK,Snohomish,Lake Stevens,WA,98258,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,44,207098538,POINT (-122.11206499999997 48.00434500000006),PUGET SOUND ENERGY INC,53061052607
JN1AZ0CP4C,King,Vashon,WA,98070,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,34,137251712,POINT (-122.45867519999996 47.448468700000035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
5YJXCAE4XG,Snohomish,Edmonds,WA,98026,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,114693372,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061042003
5YJ3E1EB8J,Yakima,Yakima,WA,98902,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,474530486,POINT (-120.52401199999997 46.59739390000004),PACIFICORP,53077001201
LPSED3KA5M,King,Seattle,WA,98117,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,36,175416601,POINT (-122.37275999999997 47.689685000000054),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
5YJ3E1EB4L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,32,104587360,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050404
5YJ3E1EB9J,Kitsap,Bainbridge Island,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,169028793,POINT (-122.52357809999995 47.629332300000044),PUGET SOUND ENERGY INC,53035090902
5YJ3E1EB2K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,117205525,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA1J,Island,Coupeville,WA,98239,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,125048003,POINT (-122.68127499999997 48.21784000000008),PUGET SOUND ENERGY INC,53029971000
5YJSA1E25H,Snohomish,Bothell,WA,98021,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,3562576,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051932
5YJSA1E24F,Snohomish,Everett,WA,98203,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,38,178885549,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041304
1N4AZ0CP2D,Snohomish,Mukilteo,WA,98275,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,21,187888291,POINT (-122.29956999999996 47.94187000000005),PUGET SOUND ENERGY INC,53061041301
JTMAB3FV3M,Snohomish,Snohomish,WA,98290,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,39,196215260,POINT (-122.09150499999998 47.91555500000004),PUGET SOUND ENERGY INC,53061052206
5YJXCBE27G,Snohomish,Edmonds,WA,98026,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,187663241,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061042005
5UXTA6C09P,Snohomish,Bothell,WA,98021,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,249239168,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051913
3C3CFFGE7G,King,Burien,WA,98168,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,33,194054815,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027100
1N4AZ0CP8F,Skagit,Anacortes,WA,98221,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,186387925,POINT (-122.61530499999998 48.50127500000008),PUGET SOUND ENERGY INC,53057940401
WA1LAAGE5K,Snohomish,Lynnwood,WA,98087,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,32,200517859,POINT (-122.2559465 47.86567880000007),PUGET SOUND ENERGY INC,53061051802
5YJ3E1EA2L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,3524083,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926
KNDC3DLC9N,Thurston,Olympia,WA,98513,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,198884276,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012420
5YJ3E1EA3J,Yakima,Yakima,WA,98902,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,476029207,POINT (-120.52401199999997 46.59739390000004),PACIFICORP,53077000600
KMHC75LD0L,Thurston,Olympia,WA,98502,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,22,144329524,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB4J,King,Seattle,WA,98126,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,2404027,POINT (-122.37410499999999 47.54468000000003),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
1N4AZ1CP6K,King,Seattle,WA,98103,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,46,477072249,POINT (-122.34300999999999 47.659185000000036),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
1N4AZ0CP3D,Snohomish,Everett,WA,98203,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,38,104423469,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041303
5YJ3E1EA5J,Island,Oak Harbor,WA,98277,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,476340889,POINT (-122.67886729999998 48.28973140000005),PUGET SOUND ENERGY INC,53029970602
1N4AZ0CP8F,Skagit,Mount Vernon,WA,98273,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,279551744,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057951900
5YJ3E1EAXJ,Island,Oak Harbor,WA,98277,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,338472676,POINT (-122.67886729999998 48.28973140000005),PUGET SOUND ENERGY INC,53029971000
3FA6P0PU1G,Snohomish,Monroe,WA,98272,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,8809160,POINT (-121.97221499999995 47.85674000000006),PUGET SOUND ENERGY INC,53061052207
YV4H60CX0P,Yakima,Yakima,WA,98901,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,15,230117681,POINT (-120.50022499999994 46.60430000000008),PACIFICORP,53077001601
WBY7Z2C55J,Kitsap,Poulsbo,WA,98370,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,23,210232879,POINT (-122.64176999999995 47.73752500000006),PUGET SOUND ENERGY INC,53035940100
WBY1Z8C38H,Yakima,Yakima,WA,98902,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,14,347881089,POINT (-120.52401199999997 46.59739390000004),PACIFICORP,53077000700
KNDCD3LD8L,Yakima,Yakima,WA,98908,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,15,148895785,POINT (-120.60272019999996 46.59656250000006),PACIFICORP,53077003400
5YJSA1E15G,Yakima,Wapato,WA,98951,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,15,218753300,POINT (-120.42124499999994 46.44554000000005),PACIFICORP,53077001702
1G1RA6E49D,Thurston,Olympia,WA,98502,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,157418817,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067010600
KNDC3DLC8N,Thurston,Tumwater,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,220359163,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720
1G1RD6E47D,Thurston,Yelm,WA,98597,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,279774568,POINT (-122.61022999999994 46.94126000000006),PUGET SOUND ENERGY INC,53067012531
1FADP5CU1D,Kitsap,Poulsbo,WA,98370,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,144174390,POINT (-122.64176999999995 47.73752500000006),PUGET SOUND ENERGY INC,53035090400
5YJ3E1EB5K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478711656,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA6J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,123374772,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061051927
1N4AZ1CP9J,Walla Walla,Walla Walla,WA,99362,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,16,171037800,POINT (-118.34331999999995 46.06398500000006),PACIFICORP,53071920702
1N4BZ1CP8K,Skagit,Mount Vernon,WA,98273,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,109851010,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952700
5YJ3E1EA1K,Snohomish,Edmonds,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,224253004,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050900
2C4RC1N70L,Walla Walla,Walla Walla,WA,99362,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,16,138152773,POINT (-118.34331999999995 46.06398500000006),PACIFICORP,53071920902
5YJSA1CN3D,Thurston,Rainier,WA,98576,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,20,181313002,POINT (-122.68987759999999 46.89084920000005),PUGET SOUND ENERGY INC,53067012530
5YJXCDE48K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,1,219474433,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052009
1N4AZ0CP8D,Kitsap,Port Orchard,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,134808523,POINT (-122.68516419999997 47.50645300000008),PUGET SOUND ENERGY INC,53035092902
5YJSA1E20J,Island,Langley,WA,98260,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,10,301044369,POINT (-122.40801499999998 48.035570000000064),PUGET SOUND ENERGY INC,53029972000
1G1RD6S51J,Snohomish,Everett,WA,98203,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,38,4979544,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041000
5YJ3E1EB0J,Snohomish,Marysville,WA,98270,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,38,474199232,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052904
1N4AZ0CP0F,Kitsap,Port Orchard,WA,98366,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,227583534,POINT (-122.63926499999997 47.53730000000007),PUGET SOUND ENERGY INC,53035092300
5YJXCAE20L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,1,244341450,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051938
1N4BZ1CP1K,King,Seattle,WA,98126,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,34,106904948,POINT (-122.37410499999999 47.54468000000003),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009802
1N4BZ0CP8H,King,Seattle,WA,98109,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,36,196361546,POINT (-122.34848 47.63240500000006),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007203
1N4AZ1CP3K,Chelan,Leavenworth,WA,98826,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,12,4845123,POINT (-120.66191529999998 47.59700830000003),PUD NO 1 OF CHELAN COUNTY,53007960201
1G1FW6S00N,Yakima,Yakima,WA,98908,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,214916355,POINT (-120.60272019999996 46.59656250000006),PACIFICORP,53077003002
1N4BZ0CP4H,Thurston,Olympia,WA,98502,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,349225236,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067012002
JN1AZ0CP4B,Yakima,Yakima,WA,98902,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,15,167067225,POINT (-120.52401199999997 46.59739390000004),PACIFICORP,53077000301
3FA6P0PU5J,Thurston,Olympia,WA,98516,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,203441619,POINT (-122.75102529999998 47.08149000000003),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EA6J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,207623615,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052007
1N4BZ0CP1H,Snohomish,Lynnwood,WA,98037,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,32,177995058,POINT (-122.29726499999998 47.84182000000004),PUGET SOUND ENERGY INC,53061051802
1G1RA6S56J,Kittitas,Cle Elum,WA,98922,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,13,474394126,POINT (-120.93829499999998 47.19538000000006),PUGET SOUND ENERGY INC,53037975201
1N4AZ0CP2F,Snohomish,Everett,WA,98204,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38,179537452,POINT (-122.24128499999995 47.91088000000008),PUGET SOUND ENERGY INC,53061041805
JN1AZ0CP7B,Snohomish,Snohomish,WA,98296,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,1,145685235,POINT (-122.15133999999995 47.88511580000005),PUGET SOUND ENERGY INC,53061052113
5YJ3E1EA4L,Island,Greenbank,WA,98253,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,10,3225554,POINT (-122.60715879999998 48.07549170000004),PUGET SOUND ENERGY INC,53029971301
5YJSA1E21H,Thurston,Olympia,WA,98513,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,163298908,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012420
1N4BZ0CP0H,Snohomish,Snohomish,WA,98290,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,39,226487425,POINT (-122.09150499999998 47.91555500000004),PUGET SOUND ENERGY INC,53061052211
1N4AZ0CP5E,Snohomish,Everett,WA,98201,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38,183756758,POINT (-122.20721999999995 47.97993500000007),PUGET SOUND ENERGY INC,53061040800
WBY1Z4C53E,Kitsap,Bremerton,WA,98311,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,23,101036617,POINT (-122.64688149999995 47.63443640000003),PUGET SOUND ENERGY INC,53035091600
1G1FX6S06H,Thurston,Olympia,WA,98502,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,112919999,POINT (-122.92145 47.04593500000004),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EB2N,Whitman,Pullman,WA,99163,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,205150648,POINT (-117.17911999999995 46.73088500000006),AVISTA CORP,53075000201
5YJ3E1EA7J,Kitsap,Silverdale,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,238563412,POINT (-122.66807599999999 47.66597800000005),PUGET SOUND ENERGY INC,53035091201
1C4JJXP63M,Snohomish,Edmonds,WA,98026,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,32,171137095,POINT (-122.33568499999996 47.803720000000055),PUGET SOUND ENERGY INC,53061050800
5YJXCBE21H,Snohomish,Lynnwood,WA,98036,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,32,122985915,POINT (-122.31667499999998 47.81936500000006),PUGET SOUND ENERGY INC,53061051702
5YJ3E1EB4K,Snohomish,Everett,WA,98203,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,38,168387362,POINT (-122.21310499999998 47.95479000000006),PUGET SOUND ENERGY INC,53061041201
5YJSA1DP5D,Snohomish,Mill Creek,WA,98012,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,126251947,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052008
3FA6P0PU4D,Snohomish,Everett,WA,98201,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,38,246736185,POINT (-122.20721999999995 47.97993500000007),PUGET SOUND ENERGY INC,53061040800
1N4AZ0CP8D,Stevens,Colville,WA,99114,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,7,106203702,POINT (-117.90430999999995 48.54707500000006),AVISTA CORP,53065950600
1FADP5CU8F,Kitsap,Bremerton,WA,98312,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26,134915000,POINT (-122.65222999999997 47.571920000000034),PUGET SOUND ENERGY INC,53035081100
YV4ED3GK5P,Grant,Moses Lake,WA,98837,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,236627569,POINT (-119.25998759999999 47.124015400000076),PUD NO 2 OF GRANT COUNTY,53025011002
1G1RD6S53H,Thurston,Olympia,WA,98513,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,2,238343479,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012320
7SAYGDEF8P,King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,235007538,POINT (-122.16936999999996 47.571015000000045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701
YV4H60DL4N,Clark,Battle Ground,WA,98604,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,18,201900387,POINT (-122.53217999999998 45.779450000000054),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416
7SAXCAE53N,King,Bellevue,WA,98006,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,218054665,POINT (-122.16936999999996 47.571015000000045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
5YJSA1H13E,King,Newcastle,WA,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,220971803,POINT (-122.15733999999998 47.487175000000036),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
5YJSA1E20K,King,Kirkland,WA,98034,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,1,265979332,POINT (-122.20928499999997 47.71124000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
50EA1GBA3N,King,Federal Way,WA,98023,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,228704157,POINT (-122.36362999999994 47.30675000000008),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030306
3FA6P0PU3H,Spokane,Spokane,WA,99224,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,6,218926900,POINT (-117.46022499999998 47.64927000000006),MODERN ELECTRIC WATER COMPANY,53063013600
3FMTK4SE8N,Cowlitz,Kalama,WA,98625,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,197634482,POINT (-122.83946499999996 46.009825000000035),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001602
5YJ3E1EA6P,Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,233948046,POINT (-122.52357809999995 47.629332300000044),PUGET SOUND ENERGY INC,53035090700
5YJ3E1EB7J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,473990254,POINT (-122.20263999999997 47.67850000000004),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
5UXTA6C07P,Clark,Battle Ground,WA,98604,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,18,228764777,POINT (-122.53217999999998 45.779450000000054),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416
7SAYGDEE3P,Kitsap,Bremerton,WA,98311,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,240695871,POINT (-122.64688149999995 47.63443640000003),PUGET SOUND ENERGY INC,53035091701
2C4RC1N73L,Snohomish,Lake Stevens,WA,98258,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,44,131207121,POINT (-122.11206499999997 48.00434500000006),PUGET SOUND ENERGY INC,53061052604
WA1G2BFZ2N,King,Redmond,WA,98053,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,219667101,POINT (-122.02219999999994 47.69557000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
1G1FW6S09N,King,Duvall,WA,98019,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,202900330,POINT (-121.98107469999997 47.73779620000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401
